Senator,Party,Organization,Total,PACs,Individuals
"Whitehouse, Sheldon",(D),"Kleiner, Perkins et al",38900,0,38900
"Whitehouse, Sheldon",(D),CVS Health,36535,30000,6535
"Whitehouse, Sheldon",(D),Walt Disney Co,36210,12000,24210
"Whitehouse, Sheldon",(D),Centerbridge Partners,35400,0,35400
"Whitehouse, Sheldon",(D),National Beer Wholesalers Assn,35000,35000,0
"Whitehouse, Sheldon",(D),WilmerHale Llp,34839,0,34839
"Whitehouse, Sheldon",(D),"Sheet Metal, Air, Rail & Transportation Union",33500,33500,0
"Whitehouse, Sheldon",(D),Motley Rice LLC,33475,0,33475
"Whitehouse, Sheldon",(D),Comcast Corp,32660,17500,15160
"Whitehouse, Sheldon",(D),"Kazan, McClain et al",32300,0,32300
"Whitehouse, Sheldon",(D),Brown University,31582,0,31582
"Whitehouse, Sheldon",(D),Laborers Union,30000,30000,0
"Whitehouse, Sheldon",(D),Masimo Corp,29356,2206,27150
"Whitehouse, Sheldon",(D),PG&E Corp,29020,28770,250
"Whitehouse, Sheldon",(D),National Assn of Broadcasters,28000,28000,0
"Whitehouse, Sheldon",(D),DLA Piper,25700,21000,4700
"Whitehouse, Sheldon",(D),Microsoft Corp,25685,20000,5685
"Whitehouse, Sheldon",(D),Alkermes Inc,25400,15000,10400
"Whitehouse, Sheldon",(D),Bauman Foundation,25400,0,25400
"Whitehouse, Sheldon",(D),Hard Rock Cafe,25400,0,25400
"Whitehouse, Sheldon",(D),Summit Foundation,25300,0,25300
"Whitehouse, Sheldon",(D),Moelis & Co,25200,0,25200
"Whitehouse, Sheldon",(D),Eric M Kamerath & Assoc,25000,0,25000
"Whitehouse, Sheldon",(D),RTX Corp,24535,19500,5035
"Whitehouse, Sheldon",(D),Larkspur Management,24380,0,24380
"Whitehouse, Sheldon",(D),IBM Corp,23931,0,23931
"Whitehouse, Sheldon",(D),Seavey Organization,23700,0,23700
"Whitehouse, Sheldon",(D),Fay Law Group,23650,0,23650
"Whitehouse, Sheldon",(D),General Dynamics,23055,21000,2055
"Whitehouse, Sheldon",(D),JStreetPAC,22899,5000,17899
"Whitehouse, Sheldon",(D),Intellectual Ventures LLC,22450,21200,1250
"Whitehouse, Sheldon",(D),Korein Tillery LLC,21200,0,21200
"Whitehouse, Sheldon",(D),Lockheed Martin,21005,21000,5
"Whitehouse, Sheldon",(D),Emerson Collective,20800,0,20800
"Whitehouse, Sheldon",(D),Capitol City Group,20600,0,20600
"Whitehouse, Sheldon",(D),National Assn of Realtors,19890,19650,240
"Whitehouse, Sheldon",(D),B&D Holding Di Marco Drago e C Sapa,19875,7500,12375
"Whitehouse, Sheldon",(D),"Adler, Pollock & Sheehan",19650,0,19650
"Whitehouse, Sheldon",(D),University Otolaryngology,19300,0,19300
"Whitehouse, Sheldon",(D),March Brown LLC,19130,0,19130
"Whitehouse, Sheldon",(D),Mount Sinai Health System,18900,0,18900
"Whitehouse, Sheldon",(D),Cornish Assoc,18825,0,18825
"Whitehouse, Sheldon",(D),Ocean Champions,18630,11230,7400
"Whitehouse, Sheldon",(D),National Air Traffic Controllers Assn,18000,18000,0
"Whitehouse, Sheldon",(D),Power Rogers LLP,18000,0,18000
"Whitehouse, Sheldon",(D),Greenberg Traurig LLP,17900,9000,8900
"Whitehouse, Sheldon",(D),National Grid USA,17800,5500,12300
"Whitehouse, Sheldon",(D),Four Seasons Ventures,17600,0,17600
"Whitehouse, Sheldon",(D),Cardinal Health,17500,17500,0
"Whitehouse, Sheldon",(D),Cencora Inc,17500,17500,0
"Whitehouse, Sheldon",(D),Island Press,17250,0,17250
"Whitehouse, Sheldon",(D),Anbau Enterprises,16400,0,16400
"Whitehouse, Sheldon",(D),"Kellogg, Hansen et al",16400,0,16400
"Whitehouse, Sheldon",(D),DreamWorks SKG,16200,0,16200
"Whitehouse, Sheldon",(D),National Amusements Inc,16100,6000,10100
"Whitehouse, Sheldon",(D),DISH Network,15800,5000,10800
"Whitehouse, Sheldon",(D),Goldman Sachs,15800,0,15800
"Whitehouse, Sheldon",(D),Barr Foundation,15400,0,15400
"Whitehouse, Sheldon",(D),Pilot House Assoc,15400,0,15400
"Whitehouse, Sheldon",(D),American Dental Assn,15000,15000,0
"Whitehouse, Sheldon",(D),"Mandell, Boisclair & Mandell",15000,0,15000
"Whitehouse, Sheldon",(D),National Assn of Letter Carriers,15000,15000,0
"Whitehouse, Sheldon",(D),Operating Engineers Local 57,15000,15000,0
"Whitehouse, Sheldon",(D),State of Rhode Island,14865,0,14865
"Whitehouse, Sheldon",(D),Altshuler Berzon LLP,14700,0,14700
"Whitehouse, Sheldon",(D),West Marine,14650,0,14650
"Whitehouse, Sheldon",(D),"Chisholm, Chisholm & Kilpatrick",14525,0,14525
"Whitehouse, Sheldon",(D),Eleanor Briggs Phoenix Studio,14500,0,14500
"Whitehouse, Sheldon",(D),American Federation of State/Cnty/Munic Employees,14400,14400,0
"Whitehouse, Sheldon",(D),"Akin, Gump et al",14200,4700,9500
"Whitehouse, Sheldon",(D),ACF Property Management,13900,0,13900
"Whitehouse, Sheldon",(D),Forbes Tate Partners,13750,0,13750
"Whitehouse, Sheldon",(D),"Mandell, Schwartz & Boisclair",13600,0,13600
"Whitehouse, Sheldon",(D),Blue Cross/Blue Shield,13565,10000,3565
"Whitehouse, Sheldon",(D),"Halpern, Denny & Co",13500,0,13500
"Whitehouse, Sheldon",(D),National Education Assn,13450,9750,3700
"Whitehouse, Sheldon",(D),Ironworkers Union,13000,13000,0
"Whitehouse, Sheldon",(D),Painters & Allied Trades Union,13000,13000,0
"Whitehouse, Sheldon",(D),SAP America,13000,10500,2500
"Whitehouse, Sheldon",(D),Stone Canyon Industries,13000,0,13000
"Whitehouse, Sheldon",(D),Johnson Capital Partners,12900,0,12900
"Whitehouse, Sheldon",(D),Plumbers/Pipefitters Union,12800,12800,0
"Whitehouse, Sheldon",(D),Alphabet Inc,12704,8000,4704
"Whitehouse, Sheldon",(D),Susman Godfrey LLP,12612,0,12612
"Whitehouse, Sheldon",(D),International Alliance Theatrical Stage Employees,12500,12500,0
"Whitehouse, Sheldon",(D),Walmart Inc,12311,12000,311
"Whitehouse, Sheldon",(D),Brown Rudnick LLP,12250,0,12250
"Whitehouse, Sheldon",(D),American Federation of Teachers,12211,10000,2211
"Whitehouse, Sheldon",(D),Larkspur Services,12200,0,12200
"Whitehouse, Sheldon",(D),AT&T Inc,12066,6000,6066
"Whitehouse, Sheldon",(D),Broadcast Music Inc,12000,12000,0
"Whitehouse, Sheldon",(D),Salesforce.com,11800,0,11800
"Whitehouse, Sheldon",(D),"Pannone, Lopes et al",11650,0,11650
"Whitehouse, Sheldon",(D),Eugene Lee Inc,11550,0,11550
"Wicker, Roger",(R),Telapex Inc,126150,12500,113650
"Wicker, Roger",(R),BGR Group,123500,0,123500
"Wicker, Roger",(R),Berkshire Hathaway,74025,42500,31525
"Wicker, Roger",(R),National Assn of Broadcasters,68850,37500,31350
"Wicker, Roger",(R),Comcast Corp,53200,39000,14200
"Wicker, Roger",(R),Charter Communications,52800,27000,25800
"Wicker, Roger",(R),Huntington Ingalls Industries,51917,33500,18417
"Wicker, Roger",(R),General Atomics,49100,25000,24100
"Wicker, Roger",(R),Genesee & Wyoming,47100,20000,27100
"Wicker, Roger",(R),Northrop Grumman,46025,46000,25
"Wicker, Roger",(R),AT&T Inc,46000,45000,1000
"Wicker, Roger",(R),DISH Network,46000,29200,16800
"Wicker, Roger",(R),Verizon Communications,45700,42000,3700
"Wicker, Roger",(R),Sanderson Farms,43500,0,43500
"Wicker, Roger",(R),RTX Corp,43400,38000,5400
"Wicker, Roger",(R),Fresenius Medical Care,42000,3500,38500
"Wicker, Roger",(R),Air Line Pilots Assn,40000,40000,0
"Wicker, Roger",(R),CSX Corp,40000,40000,0
"Wicker, Roger",(R),National Multifamily Housing Council,40000,40000,0
"Wicker, Roger",(R),NCTA The Internet & Television Assn,40000,39000,1000
"Wicker, Roger",(R),Union Pacific Corp,40000,40000,0
"Wicker, Roger",(R),Ergon Inc,38600,0,38600
"Wicker, Roger",(R),T-Mobile USA,38500,38500,0
"Wicker, Roger",(R),UBS Americas,37700,35000,2700
"Wicker, Roger",(R),Entergy Corp,37575,34500,3075
"Wicker, Roger",(R),Honeywell International,37500,37500,0
"Wicker, Roger",(R),Deloitte LLP,35045,35000,45
"Wicker, Roger",(R),National Auto Dealers Assn,35000,35000,0
"Wicker, Roger",(R),Cubic Corp,34800,24000,10800
"Wicker, Roger",(R),Novocure Inc,34400,19500,14900
"Wicker, Roger",(R),Microsoft Corp,34200,31500,2700
"Wicker, Roger",(R),National Assn of Realtors,34000,34000,0
"Wicker, Roger",(R),Walt Disney Co,34000,34000,0
"Wicker, Roger",(R),Google Inc,33700,25000,8700
"Wicker, Roger",(R),Corelogic Inc,32700,15000,17700
"Wicker, Roger",(R),Edison Chouest Offshore,31200,0,31200
"Wicker, Roger",(R),Council of Insurance Agents & Brokers,31000,30000,1000
"Wicker, Roger",(R),NorPAC,30220,0,30220
"Wicker, Roger",(R),Pruet Oil,29629,0,29629
"Wicker, Roger",(R),Cox Enterprises,29000,24000,5000
"Wicker, Roger",(R),Granite Telecommunications,27900,0,27900
"Wicker, Roger",(R),Pan Am Equities,27900,0,27900
"Wicker, Roger",(R),Novogradac & Co,26600,0,26600
"Wicker, Roger",(R),Freedom Capital Partners,25400,0,25400
"Wicker, Roger",(R),American Hotel & Lodging Assn,25000,25000,0
"Wicker, Roger",(R),Home Depot,25000,25000,0
"Wicker, Roger",(R),Marathon Petroleum,25000,25000,0
"Wicker, Roger",(R),Norfolk Southern,25000,25000,0
"Wicker, Roger",(R),US Marine Inc,25000,0,25000
"Wicker, Roger",(R),DaVita Inc,24000,23500,500
"Wicker, Roger",(R),Capitol Resources,23950,0,23950
"Wicker, Roger",(R),Dunlap & Kyle,23600,0,23600
"Wicker, Roger",(R),Seafarers International Union,23500,23500,0
"Wicker, Roger",(R),"Akin, Gump et al",23000,8750,14250
"Wicker, Roger",(R),Golding Barge Line,22900,0,22900
"Wicker, Roger",(R),Southern Co,22655,22500,155
"Wicker, Roger",(R),Delta Air Lines,22550,22500,50
"Wicker, Roger",(R),General Motors,22500,22500,0
"Wicker, Roger",(R),International Paper,22500,22500,0
"Wicker, Roger",(R),Massachusetts Mutual Life Insurance,22500,22500,0
"Wicker, Roger",(R),National Beer Wholesalers Assn,22500,22500,0
"Wicker, Roger",(R),Quicken Loans,22300,6000,16300
"Wicker, Roger",(R),Seemann Composites,22100,0,22100
"Wicker, Roger",(R),American Airlines,22018,15000,7018
"Wicker, Roger",(R),iHeartMedia Inc,22000,22000,0
"Wicker, Roger",(R),Rumsfeld Foundation,21600,0,21600
"Wicker, Roger",(R),Harvey Gulf International Marine,21400,0,21400
"Wicker, Roger",(R),Independent Community Bankers of America,21000,21000,0
"Wicker, Roger",(R),Koch Industries,21000,20000,1000
"Wicker, Roger",(R),Woodbranch Investments,20600,0,20600
"Wicker, Roger",(R),Carnival Corp,20300,0,20300
"Wicker, Roger",(R),Amazon.com,20002,20000,2
"Wicker, Roger",(R),AFLAC Inc,20000,20000,0
"Wicker, Roger",(R),American Health Care Assn,20000,20000,0
"Wicker, Roger",(R),Automotive Free International Trade PAC,20000,20000,0
"Wicker, Roger",(R),Center for Sportfishing Policy,20000,17500,2500
"Wicker, Roger",(R),Walmart Inc,19563,19500,63
"Wicker, Roger",(R),Cornerstone Government Affairs,19200,0,19200
"Wicker, Roger",(R),National Rural Water Assn,18500,18500,0
"Wicker, Roger",(R),Toyota Motor North America,18000,18000,0
"Wicker, Roger",(R),WPP plc,17700,4000,13700
"Wicker, Roger",(R),American Bankers Assn,17525,17500,25
"Wicker, Roger",(R),Lockheed Martin,17525,17500,25
"Wicker, Roger",(R),American Waterways Operators,17500,17500,0
"Wicker, Roger",(R),Kirby Corp,17500,17500,0
"Wicker, Roger",(R),Mortgage Bankers Assn,17500,17500,0
"Wicker, Roger",(R),NTCA/Rural Broadband Assn,17500,17500,0
"Wicker, Roger",(R),Wine & Spirits Wholesalers of America,17500,17500,0
"Wicker, Roger",(R),Capitol Counsel,17166,0,17166
"Wicker, Roger",(R),Lumen Technologies,17005,17000,5
"Wicker, Roger",(R),Crowley Maritime,17000,17000,0
"Wicker, Roger",(R),National Assn of Home Builders,17000,17000,0
"Wicker, Roger",(R),Sinclair Broadcast Group,17000,2000,15000
"Wicker, Roger",(R),Watco Companies,16880,0,16880
"Wicker, Roger",(R),Edward C Levy Co,16800,0,16800
"Wicker, Roger",(R),CTIA,16750,15000,1750
"Wicker, Roger",(R),Morgan Stanley,16600,0,16600
"Wicker, Roger",(R),New York Life Insurance,16500,16500,0
"Wicker, Roger",(R),Blessey Marine Service,16200,10000,6200
"Wicker, Roger",(R),Yates Construction,16200,0,16200
"Wyden, Ron",(D),Blue Cross/Blue Shield,103993,65000,38993
"Wyden, Ron",(D),Nike Inc,94047,35000,59047
"Wyden, Ron",(D),Intel Corp,92419,29500,62919
"Wyden, Ron",(D),DaVita Inc,77153,43500,33653
"Wyden, Ron",(D),Alphabet Inc,70839,22500,48339
"Wyden, Ron",(D),League of Conservation Voters,66461,4500,61961
"Wyden, Ron",(D),Berkshire Hathaway,61051,16000,45051
"Wyden, Ron",(D),Metlife Inc,52522,16000,36522
"Wyden, Ron",(D),Kindred Healthcare,50600,30500,20100
"Wyden, Ron",(D),Capital Group Companies,50100,15000,35100
"Wyden, Ron",(D),Capitol Counsel,43200,0,43200
"Wyden, Ron",(D),Marquis Companies,41307,0,41307
"Wyden, Ron",(D),National Assn of Home Builders,40025,40000,25
"Wyden, Ron",(D),National Assn of Real Estate Investment Trusts,40000,40000,0
"Wyden, Ron",(D),National Multifamily Housing Council,40000,40000,0
"Wyden, Ron",(D),Associated Medical Professionals,39200,0,39200
"Wyden, Ron",(D),FedEx Corp,39135,39000,135
"Wyden, Ron",(D),"Welsh, Carson et al",38600,0,38600
"Wyden, Ron",(D),National Assn of Realtors,38480,36980,1500
"Wyden, Ron",(D),Amgen Inc,38425,30000,8425
"Wyden, Ron",(D),Greenbrier Companies,37700,0,37700
"Wyden, Ron",(D),National Beer Wholesalers Assn,37500,37500,0
"Wyden, Ron",(D),Huntsman Corp,36600,5000,31600
"Wyden, Ron",(D),Cow Creek Band of Umpqua Indians,35000,0,35000
"Wyden, Ron",(D),National Thoroughbred Racing Assn,35000,35000,0
"Wyden, Ron",(D),Wells Fargo,34303,8500,25803
"Wyden, Ron",(D),Vibra Healthcare,34300,0,34300
"Wyden, Ron",(D),AFLAC Inc,33500,33500,0
"Wyden, Ron",(D),American Health Care Assn,33500,22500,11000
"Wyden, Ron",(D),Verizon Communications,33130,33000,130
"Wyden, Ron",(D),Prudential Financial,32500,7500,25000
"Wyden, Ron",(D),Microsoft Corp,32452,24000,8452
"Wyden, Ron",(D),Cigna Corp,31889,20000,11889
"Wyden, Ron",(D),Oregon Health & Science University,31812,0,31812
"Wyden, Ron",(D),Columbia Sportswear,31775,0,31775
"Wyden, Ron",(D),BlackRock Inc,31750,6000,25750
"Wyden, Ron",(D),Citigroup Inc,31734,5000,26734
"Wyden, Ron",(D),eBay Inc,31393,9500,21893
"Wyden, Ron",(D),Centene Corp,31366,17500,13866
"Wyden, Ron",(D),Brookfield Asset Management,30800,19300,11500
"Wyden, Ron",(D),Honeywell International,30541,30500,41
"Wyden, Ron",(D),General Motors,30010,30000,10
"Wyden, Ron",(D),American Medical Assn,30000,30000,0
"Wyden, Ron",(D),Emerson Electric,30000,30000,0
"Wyden, Ron",(D),Federation of American Hospitals,30000,30000,0
"Wyden, Ron",(D),National Rural Electric Cooperative Assn,30000,30000,0
"Wyden, Ron",(D),DISH Network,29900,10000,19900
"Wyden, Ron",(D),M Financial Group,29900,0,29900
"Wyden, Ron",(D),DLA Piper,29738,5000,24738
"Wyden, Ron",(D),Deloitte LLP,28781,27500,1281
"Wyden, Ron",(D),Providence Health & Services,28336,0,28336
"Wyden, Ron",(D),CVS Health,28025,28000,25
"Wyden, Ron",(D),Amedisys Inc,27500,25000,2500
"Wyden, Ron",(D),California Dairies Inc,27500,27500,0
"Wyden, Ron",(D),Pfizer Inc,27036,27000,36
"Wyden, Ron",(D),American Soc/Pension Prof & Actuaries,27000,26000,1000
"Wyden, Ron",(D),Pacific Life Insurance,26800,20500,6300
"Wyden, Ron",(D),State of Oregon,26778,0,26778
"Wyden, Ron",(D),Eli Lilly & Co,26700,19000,7700
"Wyden, Ron",(D),Global Partners LP,26600,0,26600
"Wyden, Ron",(D),Winged Keel Group,26500,0,26500
"Wyden, Ron",(D),Children's Research & Education Institute,26200,0,26200
"Wyden, Ron",(D),Provenance Hotels,26000,0,26000
"Wyden, Ron",(D),Pacific Star Corp,25600,0,25600
"Wyden, Ron",(D),Peter G Peterson Foundation,25600,0,25600
"Wyden, Ron",(D),International Brotherhood of Electrical Workers,25552,25000,552
"Wyden, Ron",(D),Hewlett Packard Enterprise,25015,25000,15
"Wyden, Ron",(D),Chubb INA,25000,8500,16500
"Wyden, Ron",(D),Direct Supply Inc,25000,22500,2500
"Wyden, Ron",(D),Select Medical Corp,25000,20000,5000
"Wyden, Ron",(D),Northwestern Mutual,24824,17500,7324
"Wyden, Ron",(D),Fresenius Medical Care,24697,10000,14697
"Wyden, Ron",(D),United Parcel Service,24578,24542,36
"Wyden, Ron",(D),McKesson Corp,24550,22500,2050
"Wyden, Ron",(D),"Akin, Gump et al",24460,1400,23060
"Wyden, Ron",(D),American Institute of CPAs,24000,24000,0
"Wyden, Ron",(D),"Kleiner, Perkins et al",23500,0,23500
"Wyden, Ron",(D),Mortgage Bankers Assn,23500,23500,0
"Wyden, Ron",(D),National Assn of Broadcasters,23500,18500,5000
"Wyden, Ron",(D),Xcel Energy,23500,23500,0
"Wyden, Ron",(D),Richman Group,22800,0,22800
"Wyden, Ron",(D),AbbVie Inc,22511,22500,11
"Wyden, Ron",(D),Sempra Energy,22500,22500,0
"Wyden, Ron",(D),Wilmerhale Llp,22114,0,22114
"Wyden, Ron",(D),Apollo Global Management,22110,12000,10110
"Wyden, Ron",(D),American Assn for Justice,22000,22000,0
"Wyden, Ron",(D),Amir Development,22000,0,22000
"Wyden, Ron",(D),National Assn of Health Underwriters,22000,16500,5500
"Wyden, Ron",(D),New York Life Insurance,22000,5000,17000
"Wyden, Ron",(D),Toyota Motor Corp,21952,21500,452
"Wyden, Ron",(D),Peter J Brix Investments,21400,0,21400
"Wyden, Ron",(D),AT&T Inc,21300,10000,11300
"Wyden, Ron",(D),"Paul, Weiss et al",21155,0,21155
"Wyden, Ron",(D),Warland Investments,21000,0,21000
"Wyden, Ron",(D),Steward Health Care,20900,4000,16900
"Wyden, Ron",(D),Prestige Care,20700,0,20700
"Wyden, Ron",(D),Veritas Capital,20600,12000,8600
"Wyden, Ron",(D),Abbott Laboratories,20500,20500,0
"Wyden, Ron",(D),Merck & Co,20500,18000,2500
"Wyden, Ron",(D),Massachusetts Mutual Life Insurance,20400,20000,400
"Young, Todd",(R),Votesane PAC,290025,0,290025
"Young, Todd",(R),DaVita Inc,159900,26000,133900
"Young, Todd",(R),Eli Lilly & Co,106675,29500,77175
"Young, Todd",(R),Amway/Alticor Inc,96500,2000,94500
"Young, Todd",(R),Barnes & Thornburg,84200,3500,80700
"Young, Todd",(R),Berkshire Hathaway,82890,35000,47890
"Young, Todd",(R),Heritage Group,73000,0,73000
"Young, Todd",(R),Capital Group Companies,64050,15000,49050
"Young, Todd",(R),National Assn of Broadcasters,61280,16000,45280
"Young, Todd",(R),LHC Group,60700,12500,48200
"Young, Todd",(R),CVS Health,60575,34000,26575
"Young, Todd",(R),Deloitte LLP,55710,30000,25710
"Young, Todd",(R),Padgett Inc,54500,0,54500
"Young, Todd",(R),Kjb Inc,53200,0,53200
"Young, Todd",(R),Masimo Corp,52000,10000,42000
"Young, Todd",(R),Blackstone Group,51000,0,51000
"Young, Todd",(R),Proskauer Rose,50500,0,50500
"Young, Todd",(R),"Faegre, Drinker et al",50150,9000,41150
"Young, Todd",(R),UnitedHealth Group,49660,37500,12160
"Young, Todd",(R),Pacers Sports & Entertainment,49650,0,49650
"Young, Todd",(R),Irwin R Rose & Co,49400,0,49400
"Young, Todd",(R),Devon Energy,48200,5000,43200
"Young, Todd",(R),National Republican Senatorial Cmte,46801,46800,1
"Young, Todd",(R),Anthem Inc,46245,20000,26245
"Young, Todd",(R),Energy Capital Partners,45500,0,45500
"Young, Todd",(R),Ice Miller LLP,45350,7000,38350
"Young, Todd",(R),Purdue University,43675,0,43675
"Young, Todd",(R),Asphalt Materials Inc,43500,0,43500
"Young, Todd",(R),M International,43300,0,43300
"Young, Todd",(R),Schahet Hotels,39400,0,39400
"Young, Todd",(R),Alliance Resource Partners,39100,5000,34100
"Young, Todd",(R),Nucor Corp,39100,5000,34100
"Young, Todd",(R),Taxspeaker,38500,0,38500
"Young, Todd",(R),Simon Property Group,37900,0,37900
"Young, Todd",(R),Blue Cross/Blue Shield,37825,25000,12825
"Young, Todd",(R),Morgan Stanley,37790,5500,32290
"Young, Todd",(R),Elwood Staffing Services,37700,0,37700
"Young, Todd",(R),Geo Pfau's Sons,37600,0,37600
"Young, Todd",(R),Polaris Industries,37400,2500,34900
"Young, Todd",(R),State of Indiana,37100,0,37100
"Young, Todd",(R),"Mehlman, Castagnetti et al",37050,0,37050
"Young, Todd",(R),AT&T Inc,37031,30000,7031
"Young, Todd",(R),Prescott Investors,37000,0,37000
"Young, Todd",(R),Goldman Sachs,36700,10000,26700
"Young, Todd",(R),WPP plc,36700,2000,34700
"Young, Todd",(R),Marathon Petroleum,36025,36000,25
"Young, Todd",(R),Massachusetts Mutual Life Insurance,35525,25000,10525
"Young, Todd",(R),ANGI Homeservices,35400,0,35400
"Young, Todd",(R),American Senior Communities,35200,0,35200
"Young, Todd",(R),Hohlt Group,34900,0,34900
"Young, Todd",(R),Fierce Government Relations,34300,0,34300
"Young, Todd",(R),Kocolene Development,34150,0,34150
"Young, Todd",(R),Wabash Valley Produce,34100,0,34100
"Young, Todd",(R),Health Carousel,34000,0,34000
"Young, Todd",(R),Cardon & Assoc,33800,0,33800
"Young, Todd",(R),Heritage Food Service Equipment,33700,0,33700
"Young, Todd",(R),Jennmar Corp,33500,0,33500
"Young, Todd",(R),CenterPoint Energy,33210,7500,25710
"Young, Todd",(R),Rogers Group,33050,0,33050
"Young, Todd",(R),Abro Industries,33000,0,33000
"Young, Todd",(R),Koch Enterprises,32800,0,32800
